order_id,customer_id,product_id,order_date,quantity,unit_price,discount,sales_channel
O00852,C0007,P003,2025-07-31,3,1691.39,0.0793,Partner
O00853,C0099,P011,2025-07-10,2,67.27,0.0701,Web
O00854,C0014,P015,2025-07-14,4,85.66,0.0393,Partner
O00855,C0064,P020,2025-07-12,1,265.86,0.0199,Direct
O00856,C0198,P020,2025-07-08,5,341.5,0.0334,Partner
O00857,C0006,P013,2025-07-12,1,121.07,0.0785,Web
O00858,C0161,P018,2025-07-26,4,81.95,0.0551,Web
O00859,C0266,P013,2025-07-20,4,110.8,0.1037,Partner
O00860,C0085,P007,2025-07-04,1,557.23,0.064,Partner
O00861,C0300,P011,2025-07-01,5,88.78,0.0129,Partner
O00862,C0082,P001,2025-07-15,5,1491.81,0.1027,Direct
O00863,C0028,P016,2025-07-25,1,134.97,0.0742,Direct
O00864,C0139,P001,2025-07-13,3,1450.82,0.0225,Web
O00865,C0116,P016,2025-07-27,2,141.09,0.0619,Web
O00866,C0264,P020,2025-07-04,3,280.8,0.0517,Web
O00867,C0260,P006,2025-07-17,4,672.26,0.0102,Direct
O00868,C0125,P020,2025-07-27,5,324.22,0.0669,Partner
O00869,C0015,P015,2025-07-21,4,80.36,0.0661,Partner
O00870,C0232,P013,2025-07-21,4,120.5,0.0604,Web
O00871,C0035,P002,2025-07-04,4,1169.56,0.017,Web
O00872,C0110,P019,2025-07-01,1,442.24,0.0592,Web
O00873,C0044,P008,2025-07-04,2,713.66,0.0303,Direct
O00874,C0218,P010,2025-07-03,2,428.41,0.0002,Web
O00875,C0142,P014,2025-07-17,2,163.12,0.0924,Direct
O00876,C0218,P008,2025-07-22,2,715.74,0.0291,Web
O00877,C0003,P006,2025-07-31,5,651.48,0.0793,Partner
O00878,C0227,P005,2025-07-18,4,591.74,0.0364,Web
O00879,C0026,P018,2025-07-27,1,67.64,0.1018,Partner
O00880,C0058,P007,2025-07-03,5,597.37,0.009,Partner
O00881,C0205,P014,2025-07-21,4,168.33,0.1178,Direct
O00882,C0202,P011,2025-07-16,1,86.67,0.0773,Partner
O00883,C0056,P018,2025-07-02,2,70.77,0.0876,Partner
O00884,C0061,P009,2025-07-31,1,196.34,0.0218,Web
O00885,C0275,P007,2025-07-20,2,624.12,0.1108,Web
O00886,C0296,P008,2025-07-22,2,578.69,0.1029,Direct
O00887,C0269,P005,2025-07-14,1,668.18,0.1037,Partner
O00888,C0092,P002,2025-07-15,4,981.02,0.0344,Partner
O00889,C0175,P003,2025-07-09,3,1580.47,0.0615,Direct
O00890,C0065,P013,2025-07-20,4,137.39,0.0131,Partner
O00891,C0191,P013,2025-07-06,5,114.41,0.0234,Web
O00892,C0080,P008,2025-07-14,1,579.53,0.0326,Web
O00893,C0212,P013,2025-07-06,1,114.79,0.0828,Partner
O00894,C0053,P020,2025-07-07,3,250.78,0.0569,Web
O00895,C0131,P001,2025-07-06,2,1741.39,0.1102,Direct
O00896,C0065,P016,2025-07-15,5,152.76,0.0963,Web
O00897,C0136,P003,2025-07-13,1,1564.45,0.1044,Partner
O00898,C0265,P003,2025-07-18,5,1424.42,0.0823,Web
O00899,C0247,P019,2025-07-04,3,327.35,0.0695,Direct
O00900,C0123,P013,2025-07-11,5,136.4,0.0328,Partner
O00901,C0206,P004,2025-07-02,2,1175.73,0.0337,Direct
O00902,C0199,P014,2025-07-04,1,132.28,0.0093,Web
O00903,C0237,P018,2025-07-11,5,60.14,0.0912,Partner
O00904,C0222,P016,2025-07-11,2,127.23,0.0544,Partner
O00905,C0127,P018,2025-07-14,4,70.17,0.0293,Partner
O00906,C0219,P016,2025-07-13,3,144.73,0.048,Partner
O00907,C0051,P010,2025-07-31,3,440.85,0.1173,Web
O00908,C0134,P016,2025-07-12,5,120.3,0.0356,Direct
O00909,C0244,P002,2025-07-15,3,926.89,0.0416,Direct
O00910,C0239,P010,2025-07-19,2,457.73,0.068,Web
O00911,C0020,P004,2025-07-11,2,1433.36,0.0608,Partner
O00912,C0045,P009,2025-07-17,1,185.15,0.0735,Direct
O00913,C0232,P002,2025-07-02,2,1148.22,0.0311,Partner
O00914,C0182,P016,2025-07-10,1,156.03,0.0412,Direct
O00915,C0192,P005,2025-07-06,5,624.45,0.0818,Partner
O00916,C0015,P007,2025-07-20,2,541.45,0.0271,Web
O00917,C0137,P016,2025-07-17,2,117.46,0.0044,Direct
O00918,C0133,P012,2025-07-27,2,146.13,0.0236,Direct
O00919,C0075,P011,2025-07-07,2,75.74,0.1109,Web
O00920,C0164,P010,2025-07-31,4,345.23,0.1119,Direct
O00921,C0097,P011,2025-07-06,3,86.9,0.0609,Partner
O00922,C0132,P014,2025-07-21,3,154.25,0.0257,Web
O00923,C0165,P015,2025-07-01,4,85.15,0.0005,Web
O00924,C0134,P019,2025-07-03,4,371.4,0.0098,Web
O00925,C0227,P006,2025-07-29,4,687.77,0.1197,Partner
O00926,C0275,P005,2025-07-30,2,647.94,0.0383,Direct
O00927,C0214,P015,2025-07-26,1,93.59,0.0589,Direct
O00928,C0006,P016,2025-07-30,5,128.61,0.0218,Web
O00929,C0300,P004,2025-07-18,3,1550.37,0.091,Direct
O00930,C0132,P004,2025-07-02,3,1374.11,0.0978,Web
O00931,C0291,P015,2025-07-13,3,90.95,0.0523,Web
O00932,C0174,P004,2025-07-22,2,1395.02,0.1129,Direct
O00933,C0198,P009,2025-07-31,1,183.08,0.0601,Web
O00934,C0163,P019,2025-07-23,2,351.63,0.0798,Direct
O00935,C0113,P015,2025-07-31,3,85.29,0.0215,Partner
O00936,C0125,P017,2025-07-29,4,278.02,0.0359,Partner
O00937,C0013,P014,2025-07-28,4,142.32,0.0992,Direct
O00938,C0023,P009,2025-07-04,5,177.7,0.1055,Web
O00939,C0132,P009,2025-07-01,2,195.97,0.0474,Direct
O00940,C0091,P012,2025-07-21,1,147.57,0.0931,Web
O00941,C0011,P005,2025-07-27,4,635.93,0.015,Direct
O00942,C0027,P003,2025-07-15,3,1678.96,0.0028,Partner
O00943,C0166,P006,2025-07-30,3,829.22,0.0326,Partner
O00944,C0233,P018,2025-07-04,5,65.97,0.0285,Direct
O00945,C0062,P009,2025-07-17,4,196.26,0.0293,Partner
O00946,C0209,P005,2025-07-17,4,587.61,0.0266,Direct
O00947,C0173,P014,2025-07-29,2,143.89,0.018,Web
O00948,C0180,P016,2025-07-11,2,153.46,0.1015,Direct
O00949,C0250,P003,2025-07-11,4,1552.17,0.12,Web
O00950,C0068,P020,2025-07-14,3,277.63,0.083,Web
O00951,C0061,P010,2025-07-23,2,404.6,0.1067,Web
O00952,C0238,P015,2025-07-09,4,78.76,0.1054,Direct
O00953,C0043,P015,2025-07-08,3,99.32,0.0146,Partner
O00954,C0205,P010,2025-07-04,4,399.11,0.0465,Web
O00955,C0273,P019,2025-07-04,2,420.1,0.0899,Partner
O00956,C0201,P012,2025-07-13,1,161.73,0.0193,Partner
O00957,C0219,P006,2025-07-27,5,728.37,0.041,Direct
O00958,C0065,P014,2025-07-23,2,140.03,0.0909,Direct
O00959,C0260,P013,2025-07-21,4,111.18,0.0757,Direct
O00960,C0047,P016,2025-07-23,5,143.04,0.0225,Direct
O00961,C0120,P018,2025-07-29,1,73.09,0.1181,Direct
O00962,C0160,P012,2025-07-19,1,183.75,0.0787,Partner
O00963,C0198,P014,2025-07-28,2,162.9,0.0285,Direct
O00964,C0295,P013,2025-07-08,5,135.74,0.0292,Web
O00965,C0025,P008,2025-07-02,4,545.24,0.0191,Partner
O00966,C0146,P012,2025-07-08,2,140.44,0.0445,Web
O00967,C0006,P007,2025-07-26,1,623.75,0.0752,Direct
O00968,C0022,P004,2025-07-28,4,1429.56,0.0494,Web
O00969,C0018,P010,2025-07-04,2,445.71,0.1097,Direct
O00970,C0274,P016,2025-07-10,4,121.52,0.0369,Web
O00971,C0060,P007,2025-07-08,4,537.5,0.1103,Direct
O00972,C0031,P010,2025-07-27,2,431.16,0.0426,Web
O00973,C0199,P012,2025-07-31,2,149.35,0.0565,Web
O00974,C0106,P012,2025-07-07,2,177.03,0.092,Direct
O00975,C0192,P004,2025-07-22,1,1363.42,0.0929,Partner
O00976,C0196,P017,2025-07-13,5,245.79,0.0638,Partner
O00977,C0024,P005,2025-07-27,4,518.84,0.035,Partner
O00978,C0152,P016,2025-07-19,3,134.17,0.1103,Direct
O00979,C0112,P017,2025-07-11,5,281.25,0.0762,Direct
O00980,C0183,P016,2025-07-10,3,141.23,0.0031,Direct
O00981,C0034,P001,2025-07-10,5,1268.83,0.063,Partner
O00982,C0185,P005,2025-07-28,2,517.52,0.1061,Web
O00983,C0286,P016,2025-07-18,2,121.07,0.0379,Web
O00984,C0120,P009,2025-07-31,1,182.63,0.0997,Web
O00985,C0291,P004,2025-07-16,5,1264.14,0.0506,Direct
O00986,C0168,P016,2025-07-26,3,126.73,0.0659,Web
O00987,C0212,P011,2025-07-23,4,64.9,0.0202,Partner
O00988,C0049,P019,2025-07-05,3,433.66,0.0616,Web
O00989,C0295,P013,2025-07-12,2,112.2,0.0604,Web
O00990,C0089,P009,2025-07-15,2,201.1,0.1181,Direct
O00991,C0185,P005,2025-07-29,3,509.71,0.042,Direct
O00992,C0216,P017,2025-07-19,3,262.12,0.0062,Web
O00993,C0258,P019,2025-07-24,3,416.17,0.05,Web
O00994,C0282,P017,2025-07-13,5,292.87,0.0412,Web
O00995,C0136,P008,2025-07-28,5,626.63,0.0827,Web
O00996,C0194,P013,2025-07-27,5,123.8,0.0353,Partner
O00997,C0203,P001,2025-07-27,4,1657.01,0.0541,Partner
O00998,C0050,P017,2025-07-16,3,299.87,0.0206,Web
O00999,C0127,P013,2025-07-01,4,138.87,0.014,Partner
O01000,C0278,P004,2025-07-24,5,1184.48,0.0607,Direct
O01001,C0209,P013,2025-07-25,2,118.48,0.0665,Direct
O01002,C0166,P012,2025-07-14,4,151.89,0.11,Web
O01003,C0153,P020,2025-07-11,2,268.25,0.0263,Web
O01004,C0144,P008,2025-07-16,5,524.05,0.0048,Partner
O01005,C0257,P005,2025-07-18,5,600.51,0.0676,Direct
O01006,C0096,P015,2025-07-11,2,98.01,0.1075,Partner
O01007,C0233,P010,2025-07-05,5,373.7,0.079,Direct
O01008,C0027,P020,2025-07-07,4,256.98,0.0004,Direct
O01009,C0127,P007,2025-07-31,3,590.57,0.0362,Direct
O01010,C0298,P010,2025-07-04,3,392.32,0.0779,Partner
O01011,C0093,P015,2025-07-28,2,95.41,0.0149,Direct
O01012,C0100,P013,2025-07-20,5,134.87,0.0056,Partner
O01013,C0223,P004,2025-07-01,1,1248.64,0.0005,Partner
O01014,C0152,P020,2025-07-21,3,289.28,0.0004,Direct
O01015,C0074,P014,2025-07-23,1,169.15,0.0027,Direct
O01016,C0160,P010,2025-07-18,2,418.33,0.0818,Partner
O01017,C0224,P003,2025-07-21,4,1813.12,0.1169,Web
O01018,C0133,P006,2025-07-24,4,745.14,0.0309,Direct
O01019,C0209,P004,2025-07-20,1,1372.51,0.0204,Partner
O01020,C0006,P020,2025-07-29,2,258.0,0.0088,Web
O01021,C0270,P010,2025-07-10,2,466.01,0.1093,Partner
O01022,C0122,P012,2025-07-12,2,142.04,0.0351,Direct
O01023,C0022,P003,2025-07-14,1,1641.75,0.0119,Direct
O01024,C0031,P009,2025-07-14,4,176.47,0.0005,Direct
O01025,C0108,P004,2025-07-07,2,1530.7,0.1099,Web
O01026,C0122,P007,2025-07-23,4,624.88,0.0221,Direct
O01027,C0119,P003,2025-07-31,3,1643.88,0.0166,Partner
O01028,C0088,P003,2025-07-09,5,1588.06,0.0784,Web
O01029,C0014,P011,2025-07-03,2,66.1,0.0986,Direct
O01030,C0144,P014,2025-07-09,2,166.03,0.0902,Web
O01031,C0177,P018,2025-07-17,4,69.02,0.0512,Partner
O01032,C0059,P020,2025-07-19,2,266.22,0.1063,Direct
O01033,C0251,P008,2025-07-04,1,579.93,0.1044,Web
O01034,C0276,P003,2025-07-30,3,1810.38,0.099,Direct
O01035,C0256,P018,2025-07-29,2,76.9,0.0693,Direct
O01036,C0216,P015,2025-07-23,3,101.62,0.0363,Web
O01037,C0291,P020,2025-07-06,2,270.71,0.0135,Web
O01038,C0236,P013,2025-07-10,5,125.63,0.0399,Direct
O01039,C0191,P009,2025-07-31,5,211.97,0.0915,Direct
O01040,C0176,P006,2025-07-08,4,676.43,0.0111,Partner
O01041,C0222,P012,2025-07-06,4,180.56,0.0403,Web
O01042,C0004,P008,2025-07-31,1,573.09,0.0221,Direct
O01043,C0288,P006,2025-07-09,3,673.64,0.0416,Direct
O01044,C0192,P014,2025-07-13,1,127.64,0.1102,Direct
O01045,C0011,P009,2025-07-27,2,173.05,0.0761,Partner
O01046,C0260,P008,2025-07-05,2,542.71,0.0723,Web
O01047,C0076,P019,2025-07-09,3,360.4,0.0919,Partner
O01048,C0223,P006,2025-07-05,3,699.82,0.0931,Web
O01049,C0100,P014,2025-07-28,4,167.3,0.0333,Partner
O01050,C0102,P014,2025-07-27,4,154.89,0.0358,Web
O01051,C0114,P002,2025-07-24,4,1128.92,0.0799,Partner
O01052,C0062,P010,2025-07-24,3,424.97,0.0781,Partner
O01053,C0234,P019,2025-07-21,5,392.31,0.05,Web
O01054,C0110,P006,2025-07-20,3,631.12,0.0171,Partner
O01055,C0239,P019,2025-07-13,5,437.45,0.0513,Direct
O01056,C0236,P001,2025-07-10,1,1318.12,0.1196,Partner
O01057,C0247,P001,2025-07-10,3,1569.69,0.0818,Direct
O01058,C0077,P015,2025-07-07,1,97.84,0.0263,Partner
O01059,C0243,P014,2025-07-02,4,135.12,0.0286,Partner
O01060,C0234,P014,2025-07-06,1,148.52,0.1116,Web
O01061,C0064,P012,2025-07-04,2,194.68,0.0556,Direct
O01062,C0131,P013,2025-07-10,2,114.2,0.0825,Direct
O01063,C0029,P001,2025-07-23,4,1345.96,0.0461,Direct
O01064,C0044,P003,2025-07-23,2,1531.15,0.0196,Direct
O01065,C0227,P005,2025-07-22,5,532.44,0.093,Direct
O01066,C0100,P012,2025-07-23,4,166.15,0.0038,Web
O01067,C0039,P020,2025-07-31,1,286.13,0.0462,Direct
O01068,C0147,P016,2025-07-01,1,156.78,0.0775,Partner
O01069,C0278,P020,2025-07-01,5,343.73,0.0721,Web
O01070,C0108,P001,2025-07-21,5,1458.43,0.0878,Direct
O01071,C0080,P002,2025-07-24,5,939.69,0.1133,Direct
O01072,C0047,P002,2025-07-26,2,1153.23,0.0887,Web
O01073,C0085,P020,2025-07-23,2,333.58,0.0422,Direct
O01074,C0162,P014,2025-07-01,1,154.49,0.0897,Direct
O01075,C0269,P004,2025-07-01,5,1405.54,0.0214,Partner
O01076,C0194,P009,2025-07-02,1,213.11,0.0133,Web
O01077,C0013,P003,2025-07-05,4,1370.53,0.0972,Partner
O01078,C0239,P010,2025-07-17,5,349.45,0.0759,Web
O01079,C0194,P002,2025-07-02,5,940.92,0.0819,Direct
O01080,C0039,P019,2025-07-14,1,389.45,0.1199,Web
O01081,C0228,P001,2025-07-01,1,1420.28,0.0439,Web
O01082,C0266,P006,2025-07-28,4,647.26,0.0495,Partner
O01083,C0189,P015,2025-07-26,2,92.97,0.0285,Direct
O01084,C0098,P010,2025-07-08,2,466.23,0.0368,Partner
O01085,C0069,P001,2025-07-19,2,1331.01,0.0608,Direct
O01086,C0034,P010,2025-07-28,2,385.24,0.0202,Direct
O01087,C0143,P009,2025-07-21,4,206.84,0.0121,Partner
O01088,C0162,P002,2025-07-11,4,907.02,0.1177,Direct
O01089,C0187,P004,2025-07-20,1,1227.06,0.0684,Direct
O01090,C0134,P006,2025-07-14,2,777.13,0.0338,Web
O01091,C0256,P019,2025-07-28,2,341.94,0.1145,Partner
O01092,C0244,P015,2025-07-27,3,88.72,0.0416,Direct
O01093,C0125,P017,2025-07-15,4,251.45,0.0728,Direct
O01094,C0111,P015,2025-07-30,1,89.63,0.0718,Web
O01095,C0131,P012,2025-07-22,3,156.16,0.1166,Web
O01096,C0187,P016,2025-07-15,1,127.34,0.0077,Partner
O01097,C0100,P008,2025-07-27,1,648.47,0.1055,Direct
O01098,C0091,P012,2025-07-21,2,148.28,0.1115,Web
O01099,C0078,P008,2025-07-24,1,548.51,0.1119,Direct
O01100,C0075,P013,2025-07-05,5,108.88,0.1055,Direct
O01101,C0019,P003,2025-07-27,1,1609.77,0.1035,Partner
O01102,C0098,P001,2025-07-31,1,1582.91,0.1021,Web
O01103,C0217,P016,2025-07-30,4,131.75,0.0389,Direct
O01104,C0216,P015,2025-07-30,3,90.19,0.0354,Partner
O01105,C0173,P010,2025-07-09,4,393.88,0.0949,Partner
O01106,C0176,P012,2025-07-18,5,175.39,0.1098,Web
O01107,C0011,P009,2025-07-13,3,199.04,0.0638,Web
O01108,C0021,P006,2025-07-29,3,746.41,0.0668,Partner
O01109,C0021,P002,2025-07-19,3,1017.87,0.0851,Direct
O01110,C0015,P010,2025-07-09,4,424.16,0.0753,Partner
O01111,C0262,P005,2025-07-31,3,641.71,0.0727,Web
O01112,C0021,P013,2025-07-10,2,126.97,0.0737,Direct
O01113,C0278,P001,2025-07-03,4,1611.86,0.0922,Partner
O01114,C0018,P013,2025-07-14,2,108.3,0.0505,Web
O01115,C0046,P002,2025-07-04,1,1101.11,0.0315,Partner
O01116,C0214,P010,2025-07-18,1,389.13,0.0956,Web
O01117,C0190,P016,2025-07-24,2,142.63,0.0273,Web
O01118,C0175,P017,2025-07-14,5,241.1,0.106,Web
O01119,C0040,P009,2025-07-30,3,191.37,0.0346,Partner
O01120,C0061,P015,2025-07-25,4,77.39,0.0896,Partner
O01121,C0223,P009,2025-07-02,1,202.61,0.0156,Direct
O01122,C0063,P020,2025-07-08,5,340.12,0.0789,Partner
O01123,C0208,P017,2025-07-20,4,302.76,0.0434,Partner
O01124,C0165,P005,2025-07-29,4,512.68,0.0694,Direct
O01125,C0087,P016,2025-07-27,2,153.81,0.0448,Direct
O01126,C0052,P015,2025-07-14,5,73.92,0.0084,Direct
O01127,C0193,P004,2025-07-03,4,1573.28,0.0655,Partner
O01128,C0032,P005,2025-07-27,3,625.13,0.0349,Direct
O01129,C0053,P003,2025-07-11,5,1799.03,0.0064,Direct
O01130,C0248,P001,2025-07-02,5,1623.7,0.0644,Web
O01131,C0027,P009,2025-07-20,5,223.42,0.0069,Partner
O01132,C0185,P011,2025-07-18,5,88.45,0.0823,Partner
O01133,C0193,P003,2025-07-05,1,1784.1,0.1196,Direct
O01134,C0030,P020,2025-07-24,4,257.14,0.0082,Web
O01135,C0202,P018,2025-07-31,5,79.86,0.0781,Partner
O01136,C0097,P009,2025-07-10,2,185.7,0.1064,Partner
O01137,C0041,P014,2025-07-29,5,133.46,0.1143,Partner
O01138,C0184,P020,2025-07-29,1,288.87,0.0863,Partner
O01139,C0009,P013,2025-07-16,4,137.29,0.0816,Partner
O01140,C0021,P001,2025-07-30,5,1728.36,0.1161,Web
O01141,C0070,P001,2025-07-07,2,1624.23,0.0903,Partner
O01142,C0026,P007,2025-07-05,2,598.16,0.0288,Direct
O01143,C0006,P002,2025-07-11,1,1185.27,0.0894,Partner
O01144,C0280,P017,2025-07-13,4,256.89,0.074,Direct
O01145,C0194,P008,2025-07-27,4,677.02,0.1051,Partner
O01146,C0073,P020,2025-07-07,2,254.45,0.0849,Direct
O01147,C0201,P011,2025-07-27,4,65.71,0.1195,Direct
O01148,C0299,P004,2025-07-27,1,1272.51,0.0885,Direct
O01149,C0244,P018,2025-07-24,5,78.21,0.0556,Partner
O01150,C0246,P003,2025-07-05,2,1402.17,0.0926,Partner
O01151,C0031,P013,2025-07-18,3,137.7,0.0792,Direct
O01152,C0119,P018,2025-07-19,4,76.99,0.0677,Direct
O01153,C0185,P011,2025-07-12,4,81.4,0.0996,Direct
O01154,C0019,P007,2025-07-16,5,514.53,0.0815,Partner
O01155,C0153,P015,2025-07-13,3,96.8,0.036,Direct
O01156,C0061,P007,2025-07-13,2,638.68,0.1015,Direct
O01157,C0144,P015,2025-07-15,1,84.24,0.019,Web
O01158,C0207,P015,2025-07-17,2,96.75,0.0805,Web
O01159,C0266,P006,2025-07-08,2,772.2,0.0659,Partner
O01160,C0029,P019,2025-07-16,5,376.81,0.0238,Partner
O01161,C0082,P008,2025-07-05,2,568.21,0.0681,Partner
O01162,C0139,P003,2025-07-30,4,1458.64,0.012,Partner
O01163,C0289,P016,2025-07-30,5,153.63,0.0028,Partner
O01164,C0076,P009,2025-07-26,4,206.16,0.0616,Web
O01165,C0134,P012,2025-07-09,2,173.6,0.0037,Partner
O01166,C0194,P014,2025-07-21,5,142.31,0.0992,Partner
O01167,C0141,P015,2025-07-18,1,79.21,0.0765,Web
O01168,C0087,P012,2025-07-05,3,149.19,0.0573,Web
O01169,C0164,P013,2025-07-07,1,129.83,0.0337,Direct
O01170,C0094,P005,2025-07-25,3,665.6,0.0591,Web
O01171,C0115,P001,2025-07-30,2,1324.45,0.1011,Direct
O01172,C0026,P003,2025-07-19,5,1618.63,0.1017,Partner
O01173,C0159,P001,2025-07-14,4,1303.8,0.1009,Partner
O01174,C0159,P020,2025-07-26,2,253.43,0.0166,Web
O01175,C0235,P016,2025-07-05,3,154.44,0.0763,Partner
O01176,C0188,P012,2025-07-05,4,193.72,0.0126,Web
O01177,C0166,P011,2025-07-21,2,70.2,0.0714,Direct
O01178,C0240,P018,2025-07-27,4,65.95,0.0559,Partner
O01179,C0211,P001,2025-07-15,4,1396.35,0.0674,Web
O01180,C0051,P011,2025-07-26,4,85.77,0.0055,Partner
O01181,C0035,P020,2025-07-03,2,281.72,0.0299,Direct
O01182,C0081,P005,2025-07-08,1,556.7,0.0787,Direct
O01183,C0290,P017,2025-07-12,4,278.09,0.0177,Web
O01184,C0245,P018,2025-07-09,3,60.38,0.0801,Web
O01185,C0160,P008,2025-07-16,4,583.85,0.0547,Partner
O01186,C0138,P017,2025-07-14,3,282.29,0.0655,Web
O01187,C0026,P002,2025-07-03,4,976.07,0.0017,Direct
O01188,C0047,P020,2025-07-10,1,320.32,0.0289,Direct
O01189,C0023,P016,2025-07-10,2,142.55,0.0959,Web
O01190,C0116,P008,2025-07-17,4,716.82,0.1163,Web
O01191,C0205,P005,2025-07-01,4,547.31,0.0192,Partner
O01192,C0200,P019,2025-07-17,1,421.68,0.0404,Direct
O01193,C0188,P014,2025-07-17,2,127.77,0.0454,Partner
O01194,C0286,P020,2025-07-04,4,319.66,0.1156,Direct
O01195,C0140,P019,2025-07-30,3,364.51,0.0697,Partner
O01196,C0245,P002,2025-07-26,2,1027.01,0.0143,Partner
O01197,C0179,P012,2025-07-20,1,143.34,0.0598,Direct
O01198,C0197,P020,2025-07-25,2,336.65,0.0912,Partner
O01199,C0292,P015,2025-07-23,1,91.88,0.0145,Partner
O01200,C0018,P020,2025-07-26,3,325.28,0.1139,Web
O01201,C0295,P019,2025-08-04,1,428.14,0.1974,Partner
O01202,C0048,P004,2025-08-29,3,1240.16,0.1316,Partner
O01203,C0141,P004,2025-08-15,1,1620.61,0.1052,Web
O01204,C0089,P006,2025-08-14,5,723.21,0.0808,Partner
O01205,C0234,P020,2025-08-18,3,289.62,0.135,Partner
O01206,C0084,P011,2025-08-14,4,77.33,0.1019,Web
O01207,C0072,P001,2025-08-08,1,1312.55,0.0685,Direct
O01208,C0267,P014,2025-08-13,5,133.39,0.1362,Partner
O01209,C0105,P018,2025-08-19,3,64.38,0.0347,Web
O01210,C0276,P002,2025-08-01,3,932.33,0.0973,Web
O01211,C0160,P014,2025-08-03,2,129.08,0.1027,Direct
O01212,C0011,P013,2025-08-03,4,104.91,0.096,Web
O01213,C0151,P007,2025-08-02,2,645.33,0.0893,Partner
O01214,C0185,P013,2025-08-31,1,116.17,0.0078,Web
O01215,C0165,P014,2025-08-17,1,153.41,0.0237,Direct
O01216,C0251,P010,2025-08-30,5,468.31,0.0981,Partner
O01217,C0116,P013,2025-08-07,1,116.5,0.0313,Direct
O01218,C0128,P016,2025-08-12,3,120.21,0.2008,Partner
O01219,C0001,P002,2025-08-31,2,1107.43,0.041,Direct
O01220,C0101,P007,2025-08-01,5,606.47,0.014,Web
O01221,C0091,P014,2025-08-26,4,138.86,0.0395,Web
O01222,C0289,P006,2025-08-06,5,721.18,0.0227,Web
O01223,C0051,P003,2025-08-13,4,1669.23,0.078,Direct
O01224,C0103,P019,2025-08-23,5,418.81,0.1809,Partner
O01225,C0113,P007,2025-08-16,3,518.99,0.1432,Partner
O01226,C0002,P019,2025-08-22,1,388.03,0.0409,Web
O01227,C0173,P019,2025-08-31,4,393.18,0.1444,Partner
O01228,C0209,P020,2025-08-14,2,290.02,0.0514,Direct
O01229,C0132,P020,2025-08-31,4,286.7,0.0446,Direct
O01230,C0012,P012,2025-08-26,2,176.9,0.0238,Direct
O01231,C0218,P015,2025-08-02,2,91.78,0.0733,Web
O01232,C0043,P006,2025-08-16,3,623.01,0.1382,Partner
O01233,C0236,P005,2025-08-14,3,671.36,0.1508,Partner
O01234,C0170,P006,2025-08-05,2,778.07,0.0475,Direct
O01235,C0092,P001,2025-08-11,5,1261.81,0.09,Web
O01236,C0180,P007,2025-08-05,2,606.19,0.0835,Direct
O01237,C0063,P010,2025-08-02,3,365.52,0.0678,Direct
O01238,C0157,P004,2025-08-16,5,1304.06,0.0543,Web
O01239,C0134,P019,2025-08-14,3,420.55,0.1116,Partner
O01240,C0023,P010,2025-08-21,5,449.25,0.0679,Direct
O01241,C0193,P005,2025-08-16,1,633.25,0.02,Direct
O01242,C0283,P020,2025-08-20,2,288.66,0.1,Web
O01243,C0066,P010,2025-08-31,2,459.28,0.1104,Web
O01244,C0035,P011,2025-08-08,4,85.96,0.0166,Direct
O01245,C0017,P015,2025-08-05,3,98.11,0.0904,Partner
O01246,C0012,P001,2025-08-15,5,1355.97,0.1631,Partner
O01247,C0009,P001,2025-08-06,4,1350.42,0.0788,Direct
O01248,C0019,P016,2025-08-09,4,131.98,0.0921,Partner
O01249,C0252,P012,2025-08-12,3,194.14,0.1268,Partner
O01250,C0215,P019,2025-08-29,5,442.42,0.0984,Partner
O01251,C0239,P017,2025-08-26,4,249.74,0.2151,Partner
O01252,C0154,P012,2025-08-06,4,180.36,0.0107,Web
O01253,C0207,P018,2025-08-11,2,75.79,0.0188,Web
O01254,C0287,P005,2025-08-22,1,578.26,0.1544,Partner
O01255,C0212,P011,2025-08-23,4,69.35,0.0454,Direct
O01256,C0034,P013,2025-08-06,2,135.25,0.1611,Partner
O01257,C0125,P007,2025-08-15,3,690.97,0.0611,Direct
O01258,C0223,P009,2025-08-14,2,189.81,0.0181,Direct
O01259,C0213,P018,2025-08-13,5,79.84,0.1432,Partner
O01260,C0192,P020,2025-08-23,3,300.31,0.0827,Web
O01261,C0231,P019,2025-08-28,4,371.72,0.0328,Web
O01262,C0104,P019,2025-08-16,1,376.65,0.0418,Direct
O01263,C0193,P012,2025-08-20,1,188.57,0.0431,Direct
O01264,C0066,P012,2025-08-22,1,189.24,0.0062,Direct
O01265,C0293,P015,2025-08-21,2,79.48,0.1215,Partner
O01266,C0093,P011,2025-08-22,3,85.63,0.1722,Partner
O01267,C0226,P005,2025-08-29,5,533.99,0.0154,Web
O01268,C0065,P004,2025-08-20,3,1307.43,0.0987,Partner
O01269,C0181,P016,2025-08-17,4,121.29,0.0668,Direct
O01270,C0052,P006,2025-08-01,1,740.67,0.1073,Partner
O01271,C0216,P020,2025-08-14,2,315.78,0.0254,Web
O01272,C0228,P010,2025-08-30,3,408.35,0.0189,Web
O01273,C0139,P006,2025-08-20,5,781.39,0.0409,Web
O01274,C0200,P017,2025-08-03,2,226.7,0.0137,Direct
O01275,C0123,P011,2025-08-10,1,73.93,0.1418,Partner
O01276,C0276,P013,2025-08-13,4,121.52,0.0377,Web
O01277,C0257,P013,2025-08-25,3,137.85,0.1973,Partner
